CIK,Ticker,Name
1077771,UMPQ,Umpqua Holdings Corp
717954,UNF,Unifirst Corp
1020859,UNFI,United Natural Foods
1476170,UNIS,Unilife Corp
798949,UNT,Unit Corp
1142701,UNTD,United Online
1022646,UPL,Ultra Petroleum
883945,USAK,USA Truck
1073429,USCR,US Concrete
82020,USLM,United States Lime & Minerals
896264,USNA,Usana Health Sciences Inc
885978,USPH,U.S. Physical Therapy
909791,UTEK,Ultratech Inc
1261654,UTI,Universal Technical Institute Inc
1124827,UTIW,Uti Worldwide Inc
755001,UTL,Unitil Corp
706698,UTMD,Utah Medical Products
891166,UVE,Universal Insurance Holdings Inc
102212,UVSP,Univest Corporation of Pennsylvania
102037,UVV,Universal Corp
1524358,VAC,Marriot Vacations Worldwide Cor
1030206,VASC,Vascular Solutions
1129260,VCRA,Vocera Communications Inc
1384101,VCYT,Veracyte Inc
1044777,VDSI,Vasco Data Security International
103145,VECO,Veeco Instruments Inc
1272830,VG,Vonage Holdings
59440,VGR,Vector Group Ltd
59255,VHI,Valhi Inc
751978,VICR,Vicor Corp
103872,VISI,Vision Company As
794172,VIVO,Meridian Bioscience Inc
103595,VLGEA,Village Super Market
714310,VLY,Valley National Bancorp
1407190,VMEM,Violin Memory Inc
1579157,VNCE,Vince Holding Corp. Common Stoc
1347178,VNDA,Vanda Pharmaceuticals Inc
807708,VOXX,Audiovox Corp
1487952,VPG,Vishay Precision Group
1495320,VRA,Vera Bradley
1166388,VRNT,Verint Systems Inc
1084408,VRTS,Virtus Investment Partners
1207074,VRTU,Virtusa Corp
797721,VSAT,Viasat Inc
102752,VSEC,VSE Corp
103730,VSH,Vishay Intertechnology
1360530,VSI,Vitamin Shoppe Inc
1526119,VSTM,Verastem Inc
884219,VVI,Viad Corp
881524,VVUS,Vivus Inc
311094,WABC,Westamerica Bancorporation
1040719,WAC,Walter Investment Management Corp
936528,WAFD,Washington Federal
1158863,WAGE,Wageworks Inc
1378718,WAIR,Wesco Aircraft Holdings Inc
1212545,WAL,Western Alliance Bancorporation
737468,WASH,Washington Trust Bancorp
1326583,WBMD,Webmd Health Corp
801337,WBS,Webster Financial Corp
1279363,WCG,Wellcare Group
1574532,WCIC,Wci Communities Inc
1497770,WD,Walker & Dunlop
105132,WDFC,Wd-40 Company
793074,WERN,Werner Enterprises
880631,WETF,Wisdomtree Invstmnts
106532,WEYS,Weyco Group
1103601,WGL,WGL Holdings Inc
107687,WGO,Winnebago Industries
1165002,WHG,Westwood Holdings Group Inc
1285224,WIBC,Wilshire Bancorp
1169988,WIFI,Boingo Wireless Inc
107681,WIN,Windstream Holdings Inc
908315,WINA,Winmark Corp
850460,WIRE,Encore Wire Corp
352183,WIX,Wix.Com Ltd
106455,WLB,Westmoreland Coal Company
912833,WMAR,West Marine
1465885,WMC,Western Asset Mortgage Capital
1137861,WMGI,Wright Medical Group N.V.
105418,WMK,Weis Markets
350077,WMS,Advanced Drainage Systems Inc
879526,WNC,Wabash National Corp
1339048,WNR,Western Refining
108516,WOR,Worthington Industries
105076,WPP,Wausau-Mosinee Paper Corp
104894,WRE,Washington Real Estate Investment
108385,WRLD,World Acceptance Corp
203596,WSBC,Wesbanco Inc
1569994,WSBF,Waterstone Financial
828944,WSFS,WSFS Financial Corp
105770,WST,West Pharmaceutical Services
1024657,WSTC,West Corp
1166928,WTBA,West Bancorporation
1015328,WTFC,Wintrust Financial Corp
1288403,WTI,W&T Offshore
795403,WTS,Watts Water Technologies
105319,WTW,Weight Watchers International Inc
108312,WWD,Woodward Inc
1091907,WWE,World Wrestling Entertainment
110471,WWW,Wolverine World Wide
316300,XCO,Exco Resources NL
1280600,XLRN,Acceleron Pharma Inc
1326732,XNCR,Xencor Inc
1130591,XNPT,Xenoport Inc
791908,XOMA,Xoma Ltd
1561627,XONE,The Exone Company
1062292,XOXO,Xoxo Group Inc
1166003,XPO,Express-1 Expedited Solutions
1287151,XRM,Xerium Technologies
1120295,XXIA,IXIA
1366367,YDKN,Yadkin Valley Financial Corp
108985,YORW,The York Water Company
716006,YRCW,YRC Worldwide
1296205,ZAGG,Zagg Inc
917470,ZEUS,Olympic Steel
1375151,ZGNX,Zogenix Inc
1385544,ZINC,Horsehead Holding
855612,ZIXI,Zix Corp
1415336,ZLTQ,Zeltiq Aesthetics Inc
1318008,ZUMZ,Zumiez Inc
0001501756,AAVL,Avalanche Biotechnologies Inc
0001135185,AAWW,Atlas Air Worldwide Holdings
0000318306,ABEO,Abeona Therapeutics Inc
0001039778,ABY,Abengoa Yield Plc
0000712034,ACCO,Acco Brands Corp
0001085621,ACTA,Actua Corporation
0001328143,ADMS,Adamas Pharmaceuticals Inc
0001435049,ADRO,Aduro Biotech Inc
0001608390,AFMD,Affimed Therapeutics B.V
0001273636,AGTC,Applied Genetic Technologies Co
0001209028,AI,Arlington Asset Investment Corp
0001604738,AINC,Ashford Inc. Common Stock
0000040888,AJRD,Gencorp Inc
0001614806,AJX,Great Ajax Corp
0001517022,AKBA,Akebia Therapeutics Inc
0001423824,ALDR,Alder Biopharmaceuticals Inc
0000874501,AMBC,Ambac Financial Group Inc
0001314223,AMBR,Amber Road Inc
,APIC,Apigee Corp
0000317788,APPS,Digital Turbine Inc
0000894405,ARCB,Arcbest Corp
0001437402,ARDX,Ardelyx Inc
0001577437,ASC,Ardmore Shipping Corp
0001426800,ASMB,Assembly Biosciences Inc
,AST,Asterias Biotherapeutics Inc
0001580808,ATEN,A10 Networks Inc
0001604464,ATRA,Atara Biotherapeutics Inc
0001068875,BCOR,Blucora Inc
0001115836,BEL,Belmond Ltd
0001278027,BGS,B&G Foods Holdings
0000093859,BH,Biglari Holdings Inc
0001601545,BHBK,Blue Hills Bancorp Inc
0001589526,BLBD,Blue Bird Corp
0001358403,BLCM,Bellicum Pharmaceuticals Inc
0000890541,BLX,Banco Latinoamericano De Comercio
0001630132,BOJA,Bojangles' Inc
0001597264,BPMC,Blueprint Medicines Corp
,BRG,Bluerock Residential Growth Rei
0001006424,BSF,Bear State Financial Inc
0001592480,CBPX,Continental Building Products
0001348911,CBYL,Carbylan Therapeutics Inc
0001576940,CCS,Century Communities Inc
0001613011,CDRB,Code Rebel Corp
0001610618,CDTX,Cidara Therapeutics Inc
0001066104,CEB,The Corporate Executive Board Company
0000887733,CENTA,Central Garden & Pet Company
0001608638,CIVI,Civitas Solutions Inc
0000744218,CLDX,Celldex Therapeutics Inc
0001262976,CMPR,Cimpress N.V.
0001367920,CNCE,Concert Pharmaceuticals Inc
0001211759,CNXR,Connecture Inc
,CRD.B,Crawford Co Cl B
0001433714,CSLT,Castlight Health Inc
0001596783,CTLT,Catalent Inc
0001590717,CTRE,Caretrust REIT Inc
0001590584,CVEO,Civeo Corporation Common Stock
,CVRS,Corindus Vascular Robotics Inc
0001622194,DEA,Easterly Government Properties
0001557883,DERM,Dermira Inc
0001331284,DHT,Dht Holdings
0001610092,DPLO,Dplo
0000813298,DXLG,Destination XL Inc.
0000827871,EGRX,Eagle Pharmaceuticals Inc
0001374128,ENTL,Entellus Medical Inc
0001529864,ENVA,Enova International Inc. Commo
0001402281,ERN,Erin Energy Corp
0001532981,EROS,Eros International Plc
0000355999,ESND,Essendant Inc
0000010254,ESTE,Earthstone Energy
0001370637,ETSY,Etsy Inc
0001358483,EVDY,Everyday Health Inc
0000870826,EVLV,Evine Live Inc
0001020258,EYES,Second Sight Medical Products
0001615153,FENX,Fenix Parts Inc
0000921299,FGEN,Fibrogen Inc
0001288847,FIVN,Five9 Inc
0001615219,FLKS,Flex Pharma Inc
0001419600,FLXN,Flexion Therapeutics Inc
0001010858,FMSA,Fmsa Holdings Inc
0001496631,FNBC,First Nbc Bank Holding Company
0001331875,FNFV,Fnfv Group of Fidelity National
0001606645,FOMX,Foamix Pharmaceuticals Ltd
0001406587,FOR,Forestar Group Inc
0000913290,FRO,Frontline Ltd
0000844059,FRPH,Frp Holdings Inc
0001611988,FSAM,Fifth Street Asset Management I
0001407067,FSB,Franklin Financial Network Inc
0000923796,GEO,Geo Group Inc
0001001115,GEOS,Oyo Geospace Corp
0001534126,GLOG,Gaslog Ltd
0001606363,GNBC,Green Bancorp Inc
0001457612,GNCA,Genocea Biosciences Inc
0001029145,GOGL,Golden Ocean Group Ltd
0001373670,GRBK,Green Brick Partners Inc
0001594109,GRUB,Grubhub Inc
0000892553,GTLS,Chart Industries
0001315255,GTT,Global Telcom & Technology Inc
0001617977,HABT,The Habit Restaurants Inc
0000858655,HAYN,Haynes International
0001006837,HCHC,Hc2 Holdings Inc
0001057379,HCKT,The Hackett Group
,HEI.A,Heico Cp Cl A
0001506401,HIFR,Infrareit Inc
,HIFS,Hingham Institution For Savings
0001372414,HIVE,Aerohive Networks Inc
0000866829,HLX,Helix Energy Solutions Group
0000106618,HNH,Handy & Harman Ltd
0001144354,HPY,Heartland Payment Systems
0001428336,HQY,Healthequity Inc
0001598665,HRTG,Heritage Insurance Holdings
0000818033,HRTX,Heron Therapeutics Inc
0001389072,HTWR,Heartware International
0001404655,HUBS,Hubspot Inc
,HYH,Halyard Health Inc. Common Sto
0001525773,I,Intelsat S.A. Common Shares
0001580905,IBP,Installed Building Products I
0001537028,ICD,Independence Contract Drilling Inc
0001437786,IMDZ,Immune Design Corp
0001328015,IMPR,Imprivata Inc
0001055726,INO,Inovio Pharmaceuticals
0001054905,IOSP,Innospec Inc
0001325618,IRMD,Iradimed Corporation
0000945699,IXYS,Ixys Corp
0001622893,JMG,Journal Media Group Inc. Commo
0000055772,KBAL,Kimball International Inc
0001606757,KE,Kimball Electronics Inc
0000055135,KELYA,Kelly Services
0001510580,KITE,Kite Pharma Inc
0001617898,KLXI,Klx Inc
0001587523,KN,Knowles Corporation Common Stoc
0001325281,KS,Kapstone Paper and Packaging Corp
0001499807,KTWO,K2M Group Holdings Inc
0001577670,LADR,Ladder Capital Corp
0000799288,LE,Lands' End Inc
0001606366,LOCO,El Pollo Loco Holdings Inc
0001581720,LOXO,Loxo Oncology Inc
0001596993,LPG,Dorian Lpg Ltd
0001040649,LQ,La Quinta Holdings Inc
0001606745,LTRPA,Liberty Tripadvisor Holdings I
0001356628,LTXB,Legacytexas Financial Group Inc
0001538375,LXFT,Luxoft Holding Inc
0001062822,LXRX,Lexicon Pharmaceuticals
0001596967,MC,Moelis
0001611110,MDLY,Medley Management Inc
0000065270,MEI,Methode Electronics
0001022652,MIFI,Novatel Wireless
,MOG.A,Moog Inc
0001384710,MORE,Monogram Residential Trust In
0001611231,MXPT,Maxpoint Interactive Inc
0001560186,NADL,North Atlantic Drilling Ltd. Co
0001000177,NAT,Nordic American Tanker Shipping Ltd
0001617667,NEFF,Neff Corp
0001448056,NEWR,New Relic Inc
0001578735,NGHC,National General Holdings Corp
0000912061,NHTC,Natural Health Trends Corp
0001333172,NM,Navios Maritime Holdings Inc
0001388955,NOG,Northern Oil and Gas
0001618563,NSA,National Storage Affiliates Tru
0001444380,NVRO,Nevro Corp
0001501134,NVTA,Invitae Corp
0001072379,NWBO,Northwest Biotherapeutics
0000073088,NWE,Northwestern Corp
0001620393,NXRT,Nexpoint Residential Trust Inc
0001474464,NYRT,New York REIT Inc
0001369817,OB,Onebeacon Insurance Group
0001140098,OCAT,Ocata Therapeutics Inc
0001393434,OCUL,Ocular Therapeutix Inc
0001611702,OMAM,Om Asset Management Ltd
0001420811,ONDK,On Deck Capital Inc
,OPB,Opus Bank
0001493566,OTIC,Otonomy Inc
0001069899,PAHC,Phibro Animal Health Corp
0000821483,PARR,Par Petroleum Corp
0001590955,PAYC,Paycom Software Inc
0001068851,PB,Prosperity Bancshares
0001304492,PDVW,Pacific Datavision Inc
0001594466,PE,Parsley Energy
0000320575,PES,Pioneer Energy Services Corp
0001492165,PFBC,Preferred Bank
,PFNX,Pfenex Inc
0001633142,PGND,Pga Holdings Inc
0000350403,PHIIK,PHI Inc
0001619917,PN,Patriot National Inc
0001613859,PRAH,Pra Health Sciences Inc
0001361538,PRIM,Primoris Services Corp
0001359931,PRTO,Proteon Therapeutics Inc
0001340554,PRTY,Party City Holdco Inc
0001514242,PSG,Performance Sports Group Ltd
0001036188,QADA,Qad Inc
0001410384,QTWO,Q2 Holdings Inc
0000790526,RDNT,Radnet Inc
0001428522,RDUS,Radius Health Inc
,REI,Ring Energy Inc
0001038222,REIS,Reis Inc
0000038984,RELY,Signature Group
0001469443,RKDA,Arcadia Biosciences Inc
0001407623,ROIC,Retail Opportunity Investments
0001595974,RUBI,The Rubicon Project Inc
0001012019,RUSHA,Rush Enterprises
0001479290,RVNC,Revance Therapeutics Inc
0001557421,RXDX,Ignyta Inc
0001597672,RYAM,Rayonier Advanced Materials Inc
0001481582,RYI,Ryerson Holding Corp
0001597553,SAGE,Sage Therapeutics Inc
0001177702,SAIA,Saia Inc
0001587264,SALT,Scorpio Bulkers Inc. Common Sto
0001434754,SB,Safe Bulkers Inc
0001430723,SFBS,Servisfirst Bancshares Inc
0001289877,SFL,Ship Finance International
0001563407,SFS,Smart
,SGBK,Stonegate Bank [Fl]
0001620533,SHAK,Shake Shack Inc
0001551693,SIEN,Sientra Inc
0001382219,SIXD,6D Global Technologies Inc
0001606268,SPKE,Spark Energy Inc
0000885740,SPNS,Sapiens International Corporation N.V.
0001289945,SPOK,Spok Holdings Inc
0001132105,SPWH,Sportsman'S Warehouse Holdi
0001648428,SQBG,Sequential Brands Group Inc
0000764038,SSB,South State Corporation
0001483934,STNG,Scorpio Tankers Inc
0001621563,SUM,Summit Materials Inc
0001293593,SYUT,Synutra International
0001591877,SZMK,Sizmek Inc
0001539638,TBK,Triumph Bancorp Inc
0001583107,TBPH,Theravance Biopharma Inc
0001311596,TBRA,Tobira Therapeutics Inc
0001413159,TGH,Textainer Group Holdings
0000903129,THRM,Gentherm Inc
0001591517,TIME,Time Inc. Common Stock When Iss
0001393726,TIPT,Tiptree Financial Inc
0001404281,TKAI,Tokai Pharmaceuticals Inc
0001360683,TLMR,Talmer Bancorp Inc
0001622536,TLN,Talen Energy Corporation
0001598428,TMST,Timken Steel Corporation Common
0000937098,TNET,Trinet Group Inc
0001419945,TNK,Teekay Tankers Ltd
,TOWN,Towne Bank
0001593195,TPUB,Tribune Publishing Company Comm
0000007039,TREC,Trecora Resources
0001371285,TRUP,Trupanion Inc
0001519061,TSE,Trinseo S.A.
0001499832,TSQ,Townsquare Media Llc
0001492674,TTOO,T2 Biosystems Inc
0001449278,TUBE,Tubemogul Inc
0001424755,TVPT,Travelport Worldwide Ltd
0001459417,TWOU,2U Inc
0001440292,UDF,United Development Funding IV
0001611547,UE,Urban Edge Properties Common Sh
0001062781,ULTR,Ultrapetrol [Bahamas] Ltd
,UUUU,Energy Fuels Inc
0001614436,VA,Virgin America Inc
0001601548,VEC,Vectrus Inc. Common Stock
0001082324,VHC,Virnetx Holding Corp
0001592386,VIRT,Virtu Financial Inc
0001361113,VRNS,Varonis Systems Inc
0001599489,VRTV,Veritiv Corporation Common Stoc
0001513818,VSAR,Versartis Inc
0001607716,VSLR,Vivint Solar Inc
0001157602,VTAE,Vitae Pharmaceuticals Inc
0001280776,VTL,Vital Therapies Inc
0001616707,W,Wayfair Inc
0001445305,WK,Workiva Llc
0001095996,WLH,William Lyon Homes
0001175535,WSR,Whitestone REIT
0001626878,XBIT,Xbiotech Inc
0000357020,XCRA,Xcerra Corp
0001271214,XENT,Intersect Ent Inc
0001616000,XHR,Xenia Hotels & Resorts Inc
0001562214,ZAIS,Zais Group Holdings Inc
0001463172,ZEN,Zendesk Inc
0001374690,ZFGN,Zafgen Inc
0001107421,ZIOP,Ziopharm Oncology Inc
0001594879,ZOES,Zoe'S Kitchen Inc
